,doc_id,paragraph_id,source_text,target_text,error_types,num_errors,source_file,has_sec,mec_only
3893,3,2,"In this case, the carrier can eat less candies and chocolates to prevent intake to much sugars, and at the same time, if the carrier tell this information to the relatives, it will be useful for them to know that they may have diabetes in the future becouse of related genes and they can perform the same exercise to intake less sugar to prevent the disease.","In this case, the carrier could eat fewer candies and chocolates to prevent taking in too much sugar, and at the same time, if the carrier tells this information to the relatives, it will be useful for them to know that they may have diabetes in the future because of related genes, and they can do the same exercise to take in less sugar to prevent the disease.","['Vm', 'Wci', 'Vform', 'Mec', 'Nn', 'SVA', 'Mec', 'Mec', 'Wci', 'Wform']",10,official-2014.1.sgml,True,False
3894,3,2,"Otherwise, if the other parties did not know, they may end up with to have diabete in the future without any prevention.","Otherwise, if the other parties do not know, they may end up with  diabetes in the future without any prevention.","['Vt', 'Rloc-', 'Mec']",3,official-2014.1.sgml,True,False
3900,4,0,"From the legal aspect, the answer is no but from the ethical aspect, the answer should be yes.","Legally, the answer is no but,ethically, the answer should be yes.","['Rloc-', 'Mec', 'Rloc-']",3,official-2014.1.sgml,True,False
3903,4,1,Privicy protection belongs to one's human rights.,Privacy  belongs to one's human rights.,"['Mec', 'Rloc-']",2,official-2014.1.sgml,True,False
3904,4,1,If a law requires someone to tell others' his or her privacy especially when the one is not willing to do so.,"If a law requires someone to tell others their private details , especially when they are not willing to do so.","['Mec', 'Pref', 'Wci', 'Mec', 'ArtOrDet', 'Spar', 'Srun']",7,official-2014.1.sgml,True,False
3907,4,1,What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorders and other disorders?,"['Nn', 'Mec']",2,official-2014.1.sgml,True,False
3911,4,1,"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems with  asking a carrier to tell his or her relatives the cause of his or her disease.","['Prep', 'Rloc-', 'Mec', 'Nn']",4,official-2014.1.sgml,True,False
3913,4,1,"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell their direct relatives, like parents and brothers and sisters, or do they also need to tell relatives like their grandmother's sister's son's daughter's nephew?","['Pref', 'Mec', 'Mec', 'Spar', 'Spar']",5,official-2014.1.sgml,True,False
3916,4,1,How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law passed by the government exclude such a group of people from preparing to face their potential disease?,"['Wci', 'ArtOrDet', 'Wci', 'Mec']",4,official-2014.1.sgml,True,False
3917,4,2,"However, from the ethical point of view.","However, from the ethical point of view,",['Mec'],1,official-2014.1.sgml,True,True
3918,4,2,"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.",the carrier  should have a feeling of responsibility to tell their relatives about their genetic disorder.,"['Prep', 'Rloc-', 'Mec', 'Spar', 'Prep']",5,official-2014.1.sgml,True,False
3920,4,2,"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.",This is because a carrier with a bad gene may not necessarily develop the genetic disease if they can have a healthy lifestyle before the age that the gene's function becomes stronger.,"['Pref', 'ArtOrDet', 'Wform', 'Wci', 'SVA', 'Mec', 'Wci', 'SVA']",8,official-2014.1.sgml,True,False
3923,4,2,People usually get this kind of hypertesion after they become adult.,People usually get this kind of hypertension after they become adults.,"['Mec', 'Nn']",2,official-2014.1.sgml,True,False
3924,4,2,"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may make them have agreater possibility of getting hypertension.","['ArtOrDet', 'Wci', 'Nn', 'Prep', 'Vform', 'Mec', 'Mec']",7,official-2014.1.sgml,True,False
3932,5,0,"If the knowledge of the genetic risk was to be shared within the family or relatives, there might have chances for them to have it in their blood, which they may do necessary precautions to prevent.","If the knowledge of the genetic risk was to be shared with the family or relatives, there might be chances for them to have it in their blood which they may take the necessary precautions to prevent.","['Prep', 'Wci', 'Mec', 'Wci', 'ArtOrDet']",5,official-2014.1.sgml,True,False
3938,5,1,"If one has a genetic disease after the test, he or she might not wish to inform the relatives as he might ended up dishearten his extended family.","If someone has a genetic disease, after the test, they might not wish to inform their relatives as they might end up disheartening their extended family.","['Pref', 'Mec', 'Pref', 'Pref', 'Pref', 'Vform', 'Vform', 'Pref']",8,official-2014.1.sgml,True,False
3940,5,1,"Furthermore, some will wish not to become a burden of anyone as seeking medical attention is relatively costly.","Furthermore, some will wish not to become a burden to anyone, as seeking medical attention is relatively costly.","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
3942,5,2,"On the other hand, others may think that it will be considerate to tell the relatives because the latter will have a higher tendency of getting the same genetic risk.","On the other hand, others may think that it would be considerate to tell the relatives, because the latter will have a higher chance of having the same genetic risk.","['Vm', 'Mec', 'Wci', 'Wci']",4,official-2014.1.sgml,True,False
3948,5,3,"Although there might be a lot of challenges along the way in seeking medical attention, such as financial issue, everyone should be given the rights of knowing their family's inherented medical conditions.","Although there might be a lot of challenges along the way when seeking medical attention, such as financial issues, everyone should be given the right  to know their family's inherited medical conditions.","['Wci', 'Nn', 'Nn', 'Prep', 'Vform', 'Mec']",6,official-2014.1.sgml,True,False
3952,6,0,"Genectic testing is a personal decision, with the kowledge that there is a possiblity that one could be a carrier or not.","Genectic testing is a personal decision, made with the knowledge that there is a possiblity that one could be a carrier or not.","['V0', 'Mec']",2,official-2014.1.sgml,True,False
3956,6,1,"There should not be forced or obligied to do so, as it may negatively and drastically affect the emotions of the genetic risk carrier.","They should not be forced or obliged to do so, as it may negatively and drastically affect the emotions of the genetic risk carrier.","['Pref', 'Mec']",2,official-2014.1.sgml,True,False
3960,6,1,Furthermore the act of informing others without the consent from their parents or the patients itself could harm the psychological state of the affected family.,"Furthermore, the act of informing others without the consent of their parents or the patients themselves could harm the psychological state of the affected family.","['Mec', 'Prep', 'Pform']",3,official-2014.1.sgml,True,False
